OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-AZ,USGS Arizona Water Science Center,USGS-324422114412401,"COLORADO RIVER ABOVE ARAZ DRAIN NR YUMA, AZ",Stream,,15030107,,,,,32.73955278000000,-114.6902722000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,108,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324423114530301,016S020E50N001S,Well,,18100204,,,,,32.73973077000000,-114.8843300000000,24000,.01,seconds,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,168.80,feet,.08,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,025,Basin and Range basin-fill aquifers,,,,20230119,1280,ft,1340,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324423114530302,016S020E50N002S,Well,,18100204,,,,,32.73973077000000,-114.8843300000000,24000,.01,seconds,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,168.80,feet,.08,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,025,Basin and Range basin-fill aquifers,,,,20230119,560,ft,1340,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324423114530303,016S020E50N003S,Well,,18100204,,,,,32.73973077000000,-114.8843300000000,24000,.01,seconds,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,168.80,feet,.08,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,025,Basin and Range basin-fill aquifers,,,,20230119,250,ft,1340,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324426114530901,016S020E49R001S,Well,,18100204,,,,,32.74070297000000,-114.8867524000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,176.76,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,,19930114,405,ft,413,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324450114454601,016S021E21P002S,Well,,18100204,,,,,32.74743850000000,-114.7634710000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,269.9,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324450114515001,016S020E51F002S,Well,,18100204,,,,,32.74726936000000,-114.8638790000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,170.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,025,,,,,20170510,513,ft,520,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324525114500701,016S020E23G001S,Well,,18100204,,,,,32.75692180000000,-114.8359526000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,214.6,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,,19981015,149,ft,200,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324540114444001,016S021E15Q001S,Well,,15030107,,,,,32.76113530000000,-114.7451426000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,306.6,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,,19980819,543,ft,543,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324544114472901,016S021E18R001S,Well,,18100204,,,,,32.76215767000000,-114.7920560000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,272.3,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,,19791207,490,ft,514,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324605114480501,016S021E18F002S,Well,,18100204,,,,,32.76818530000000,-114.8021260000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,273.,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,,20030106,500,ft,500,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324636114501501,016S020E14C002S,Well,,18100204,,,,,32.77666300000000,-114.8376806000000,24000,.01,seconds,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,249.74,feet,.12,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,025,Basin and Range basin-fill aquifers,,,,20221206,890,ft,920,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324636114501502,016S020E14C003S,Well,,18100204,,,,,32.77666300000000,-114.8376806000000,24000,.01,seconds,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,249.74,feet,.12,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,025,Basin and Range basin-fill aquifers,,,,20221206,470,ft,920,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324636114501503,016S020E14C004S,Well,,18100204,,,,,32.77666300000000,-114.8376806000000,24000,.01,seconds,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAD83,249.74,feet,.12,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,025,Basin and Range basin-fill aquifers,,,,20221206,280,ft,920,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324656114451501,016S021E09H001S,Well,,18100204,,,,,32.78218207000000,-114.7548322000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,362.1,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,,19980720,547,ft,547,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324658114315601,"COLORADO RIVER BELOW LAGUNA GAGE NEAR YUMA, AZ",Stream,,15030107,,,,,32.78294167000000,-114.5324528000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,130,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-324931114300601,"COLORADO RIVER AT LAGUNA DAM, AZ-CA",Stream,,15030107,,,,,32.82553889000000,-114.5018000000000,24000,.01,seconds,Interpolated from Digital MAP.,NAD83,138,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-325107114534701,015S020E19A002S,Well,,18100204,,,,,32.85185310000000,-114.8970256000000,24000,.01,seconds,Differentially corrected Global Positioning System.,NAD83,365.2,feet,0.1,feet,Differentially corrected Global Positioning System.,NGVD29,US,06,025,Basin and Range basin-fill aquifers,,,,19770919,300,ft,300,ft,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-330131114364101,"COLORADO RIVER AT PICACHO STATE PARK, CA",Stream,,15030104,,,,,33.02527778000000,-114.6113056000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,192,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,025,,,,,,,,,,NWIS
USGS-AZ,USGS Arizona Water Science Center,USGS-332203114421201,COLORADO RIVER BELOW OXBOW BRIDGE,Stream,,15030104,,,,,33.36748330000000,-114.7032528000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,226,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,025,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10256000,WHITEWATER R A WHITE WATER CA,Stream,,18100201,57.5,sq mi,,,33.94668060000000,-116.6408473000000,24000,1,seconds,Interpolated from MAP.,NAD83,1610,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,065,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10256500,SNOW C NR WHITE WATER CA,Stream,,18100201,10.9,sq mi,,,33.87057220000000,-116.6811270000000,,5,seconds,Interpolated from MAP.,NAD83,2000,feet,40,feet,Interpolated from topographic map.,NGVD29,US,06,065,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10257720,CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA,Stream,,18100201,4.71,sq mi,,,33.84385000000000,-116.6058083000000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,2111,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,065,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10260500,DEEP C NR HESPERIA CA,Stream,,18090208,134,sq mi,,,34.34305858000000,-117.2264316000000,24000,5,seconds,Interpolated from MAP.,NAD83,3024.53,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,071,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10260950,WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA,Stream,,18090208,70.3,sq mi,,,34.33889196000000,-117.2578213000000,24000,1,seconds,Interpolated from MAP.,NAD83,3025.23,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,071,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10261500,MOJAVE R A LO NARROWS NR VICTORVILLE CA,Stream,,18090208,513,sq mi,,,34.57304916000000,-117.3206018000000,24000,5,seconds,Interpolated from MAP.,NAD83,2635.92,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,071,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10265125,MAMMOTH C A TWIN LAKES NR MAMMOTH LAKES CA,Stream,,18090102,10.6,sq mi,,,37.62382500000000,-119.0056889000000,24000,1,seconds,Interpolated from MAP.,NAD83,8582,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,051,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10265128,MAMMOTH C A OLD MAMMOTH RD A MAMMOTH LAKES CA,Stream,,18090102,13.4,sq mi,,,37.63521300000000,-118.9656890000000,24000,1,seconds,Interpolated from MAP.,NAD83,7852,feet,16,feet,Interpolated from topographic map.,NGVD29,US,06,051,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10265130,MAMMOTH C A HWY 395 NR  MAMMOTH LAKES CA,Stream,,18090102,33.8,sq mi,,,37.63771209000000,-118.9037433000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,051,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10265143,HOT C AB HOT C FISH HATCHERY NR MAMMOTH LAKES CA,Stream,,18090102,48.2,sq mi,,,37.64354464000000,-118.8540202000000,24000,5,seconds,Interpolated from MAP.,NAD83,7052.,feet,10.,feet,Interpolated from topographic map.,NGVD29,US,06,051,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10336645,GENERAL C NR MEEKS BAY CA,Stream,,16050101,7.44,sq mi,,,39.05185197000000,-120.1185209000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,017,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10336660,BLACKWOOD C NR TAHOE CITY CA,Stream,,16050101,11.2,sq mi,,,39.10740708000000,-120.1621352000000,,5,seconds,Interpolated from MAP.,NAD83,6234.59,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,061,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10336676,WARD C AT HWY 89 NR TAHOE PINES CA,Stream,,16050101,9.70,sq mi,,,39.13212920000000,-120.1576913000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,061,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10336790,TROUT C A SOUTH LAKE TAHOE CA,Stream,,16050101,40.4,sq mi,,,38.93213000000000,-119.9787926000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,017,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-10343500,SAGEHEN C NR TRUCKEE CA,Stream,,16050102,10.5,sq mi,,,39.43157246000000,-120.2379793000000,,5,seconds,Interpolated from MAP.,NAD83,6320.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,057,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11044250,RAINBOW C NR FALLBROOK CA,Stream,,18070302,10.3,sq mi,,,33.40753006000000,-117.2008670000000,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,073,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11074000,SANTA ANA R BL PRADO DAM CA,Stream,,18070203,2258,sq mi,1490,sq mi,33.88334875000000,-117.6453296000000,24000,5,seconds,Interpolated from MAP.,NAD83,451.58,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,065,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11092450,LOS ANGELES R A SEPULVEDA DAM CA,Stream,,18070105,158,sq mi,,,34.16167247000000,-118.4667490000000,24000,5,seconds,Interpolated from MAP.,NAD83,655.13,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,037,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11123500,SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA,Stream,,18060010,277,sq mi,,,34.54360358000000,-119.8648627000000,,5,seconds,Interpolated from MAP.,NAD83,787.8,feet,0.1,feet,Level or other surveyed method.,NGVD29,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11124500,SANTA CRUZ C NR SANTA YNEZ CA,Stream,,18060010,74.0,sq mi,,,34.59665630000000,-119.9087519000000,,5,seconds,Interpolated from MAP.,NAD83,785.82,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11126000,SANTA YNEZ R NR SANTA YNEZ CA,Stream,,18060010,422,sq mi,,,34.58915520000000,-119.9887532000000,24000,5,seconds,Interpolated from MAP.,NAD83,545.66,feet,.05,feet,Level or other surveyed method.,NGVD29,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11128500,SANTA YNEZ R A SOLVANG CA,Stream,,18060010,579,sq mi,,,34.58498706000000,-120.1445926000000,,5,seconds,Interpolated from MAP.,NAD83,357.43,feet,.10,feet,Level or other surveyed method.,NGVD29,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11132500,SALSIPUEDES C NR LOMPOC CA,Stream,,18060010,47.1,sq mi,,,34.58859570000000,-120.4084938000000,,5,seconds,Interpolated from MAP.,NAD83,220.00,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11133000,SANTA YNEZ R A NARROWS NR LOMPOC CA,Stream,,18060010,789,sq mi,,,34.63609474000000,-120.4246060000000,,5,seconds,Interpolated from MAP.,NAD83,85,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11138500,SISQUOC R NR SISQUOC CA,Stream,,18060008,282,sq mi,,,34.83995556000000,-120.1671694000000,24000,.5,seconds,Interpolated from MAP.,NAD83,657,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11141050,ORCUTT C NR ORCUTT CA,Stream,,18060008,18.5,sq mi,,,34.88359037000000,-120.4948883000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,083,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11147070,SANTA RITA C NR TEMPLETON CA,Stream,,18060005,18.2,sq mi,,,35.52386120000000,-120.7660077000000,24000,.5,seconds,Interpolated from MAP.,NAD83,860,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,079,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11147098,PASO ROBLES C A GARCIA RD NR TEMPLETON CA,Stream,,18060005,66.8,sq mi,,,35.52613889000000,-120.7138583000000,24000,.5,seconds,Interpolated from MAP.,NAD83,768,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,079,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11162765,SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA,Estuary,,18050004,,,,,37.58437876000000,-122.2508005000000,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,081,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11173200,ARROYO HONDO NR SAN JOSE CA,Stream,,18050004,77.1,sq mi,,,37.46160337000000,-121.7693970000000,24000,5,seconds,Interpolated from MAP.,NAD83,786.83,feet,.16,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,06,085,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11180770,MT EDEN C NR UNION CITY CA,Stream,,18050004,,,,,37.61708330000000,-122.1182500000000,24000,.1,seconds,Interpolated from Digital MAP.,NAD83,7,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,001,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11185185,SUISUN BAY A MALLARD IS CA,Stream,,18050001,,,,,38.04269787000000,-121.9202374000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,013,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,Stream,,18030007,8.4,sq mi,,,36.61166667000000,-118.7016667000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7160,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,107,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,Stream,,18040008,181,sq mi,,,37.73131496000000,-119.5590514000000,24000,1,seconds,Interpolated from MAP.,NAD83,4030,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,043,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,Stream,,18040003,13539,sq mi,,,37.67604060000000,-121.2663293000000,24000,1,seconds,Interpolated from MAP.,NAD83,25,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,077,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11311300,TURNER CUT NR HOLT CA,Stream,,18040003,,,,,37.99250000000000,-121.4538889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,077,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312672,VICTORIA CANAL NR BYRON CA,Stream: Canal,,18040003,,,,,37.87083330000000,-121.5300000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,077,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312674,MIDDLE R A BORDEN HWY NR TRACY CA,Stream,,18040003,,,,,37.89159208000000,-121.4899492000000,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,077,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312676,MIDDLE R AT MIDDLE RIVER CA,Stream,,18040003,,,,,37.94270170000000,-121.5341175000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,077,,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312685,MIDDLE R NR HOLT CA,Stream,,18040003,,,,,38.00305556000000,-121.5108333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,077,,,,,,,,,,NWIS
